,Unnamed: 0,type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
24,44,article,2760008,Richard J. Self,,,,"Governance Strategies for the Cloud, Big Data, and Other Technologies in Education",630--635,,6.0,"big data, cloud, education, emerging technology, governance, strategy",10.1109/UCC.2014.101,,,,,,,2014.0,,Proceedings of the 2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing,UCC '14,,978-1-4799-7881-6,,IEEE Computer Society,"Washington, DC, USA",computing education strategies
25,51,article,330837,Kay  Wiese and Scott D. Goodwin,,,,Keep-best Reproduction: A Selection Strategy for Genetic Algorithms,343--348,,6.0,"applications, selection strategies",10.1145/330560.330837,,,,,,,1998.0,,Proceedings of the 1998 ACM Symposium on Applied Computing,SAC '98,,0-89791-969-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
26,54,article,2677252,Mary Lou  Maher and Celine  Latulipe and Heather  Lipford and Audrey  Rorrer,,,,Flipped Classroom Strategies for CS Education,218--223,,6.0,"flipped classroom, online video, strategies for active learning",10.1145/2676723.2677252,,,,,,,2015.0,,Proceedings of the 46th ACM Technical Symposium on Computer Science Education,SIGCSE '15,,978-1-4503-2966-8,"Kansas City, Missouri, USA",ACM,"New York, NY, USA",computing education strategies
27,55,article,2449329,Michael  de Raadt and Mark  Toleman and Richard  Watson,,,,Incorporating Programming Strategies Explicitly into Curricula,41--52,,12.0,"curriculum, introductory programming, programming strategies",,,,,,,,2007.0,,Proceedings of the Seventh Baltic Sea Conference on Computing Education Research - Volume 88,Koli Calling '07,,978-1-920682-69-9,"Koli National Park, Finland","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computing education strategies
28,56,article,2844561,Michelle  Craig and Diane  Horton and Daniel  Zingaro and Danny  Heap,,,,Introducing and Evaluating Exam Wrappers in CS2,285--290,,6.0,"cs2, exam wrappers, experiment, metacognition, study strategies",10.1145/2839509.2844561,,,,,,,2016.0,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",computing education strategies
29,57,article,1734412,Alex  Gerdes and Johan T. Jeuring and Bastiaan J. Heeren,,,,Using Strategies for Assessment of Programming Exercises,441--445,,5.0,"automatic assessment, functional programming, haskell, strategies",10.1145/1734263.1734412,,,,,,,2010.0,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA",computing education strategies
30,59,article,365107,Suresh K. Bhavnani and Frederick  Reif and Bonnie E. John,,,,Beyond Command Knowledge: Identifying and Teaching Strategic Knowledge for Using Complex Computer Applications,229--236,,8.0,"GOMS, instruction, strategies, training",10.1145/365024.365107,,,,,,,2001.0,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '01,,1-58113-327-8,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
31,60,article,2855353,Joe  Bergin and Christian  Kohls and Christian  K&#246;ppe and Yishay  Mor and Michel  Portier and Till  Sch&#252;mmer and Steven  Warburton,,,,Assessment-driven Course Design Foundational Patterns,31:1--31:13,31.0,13.0,"assessment, education, educational patterns",10.1145/2855321.2855353,,,,,,,2015.0,,Proceedings of the 20th European Conference on Pattern Languages of Programs,EuroPLoP '15,,978-1-4503-3847-9,"Kaufbeuren, Germany",ACM,"New York, NY, USA",computing education strategies
32,61,article,2807715,Olgun  Sadik,,,,Encouraging Women to Become CS Teachers,57--61,,5.0,"Computers science education, gender, teacher education, women",10.1145/2807565.2807715,,,,,,,2015.0,,Proceedings of the Third Conference on GenderIT,GenderIT '15,,978-1-4503-3596-6,"Philadelphia, PA, USA",ACM,"New York, NY, USA",computing education strategies
33,62,article,222177,Maria  Klawe and Eileen  Phillips,,,,A Classroom Study: Electronic Games Engage Children As Researchers,209--213,,5.0,"classroom strategies, computer-supported collaborative learning, electronic games, human-computer interaction, mathematics education",10.3115/222020.222177,,,,,,,1995.0,,The First International Conference on Computer Support for Collaborative Learning,CSCL '95,,0-8058-2243-7,"Indiana Univ., Bloomington, Indiana, USA",L. Erlbaum Associates Inc.,"Hillsdale, NJ, USA",computing education strategies
34,63,article,1140187,Stefan A. Robila and James W. Ragucci,,,,Don'T Be a Phish: Steps in User Education,237--241,,5.0,"computer education, education, information security, phishing",10.1145/1140123.1140187,SIGCSE Bull.,Sep-06,38,3,,June,2006.0,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
36,65,article,1352191,Laurie  Murphy and Gary  Lewandowski and Ren&#233;e  McCauley and Beth  Simon and Lynda  Thomas and Carol  Zander,,,,"Debugging: The Good, the Bad, and the Quirky -- a Qualitative Analysis of Novices' Strategies",163--167,,5.0,"debugging, novice programming, pedagogy, strategies",10.1145/1352135.1352191,,,,,,,2008.0,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computing education strategies
38,67,article,2702261,Jonathan  Waddington and Conor  Linehan and Kathrin  Gerling and Kieran  Hicks and Timothy L. Hodgson,,,,Participatory Design of Therapeutic Video Games for Young People with Neurological Vision Impairment,3533--3542,,10.0,"games, rehabilitation, therapy, vision, young people",10.1145/2702123.2702261,,,,,,,2015.0,,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,CHI '15,,978-1-4503-3145-6,"Seoul, Republic of Korea",ACM,"New York, NY, USA",computing education strategies
40,70,article,2691356,Hieke  Keuning and Bastiaan  Heeren and Johan  Jeuring,,,,Strategy-based Feedback in a Programming Tutor,43--54,,12.0,"feedback generation, programming strategies, programming tutor",10.1145/2691352.2691356,,,,,,,2014.0,,Proceedings of the Computer Science Education Research Conference,CSERC '14,,978-1-4503-3347-4,"Berlin, Germany",ACM,"New York, NY, USA",computing education strategies
41,71,article,1565811,W. Richards Adrion and Renee  Fall,,,,Broadening Participation: A Community College Strategy,46--51,,6.0,"broadening participation in computing, community colleges, information technology education and workforce",10.1145/1565799.1565811,,,,,,,2009.0,,"The Fifth Richard Tapia Celebration of Diversity in Computing Conference: Intellect, Initiatives, Insight, and Innovations",TAPIA '09,,978-1-60558-217-7,"Portland, Oregon",ACM,"New York, NY, USA",computing education strategies
42,72,article,2814145,Marcelo  Ladeira and Fernando de Albuquerque Linhares,,,,A Verbal Anchor Based Fuzzy System to Help Business Managers Build Balanced Scorecards Strategy Maps,73:549--73:554,73.0,6.0,"Balanced Scorecard, Fuzzy Systems, Strategy, Strategy Maps",,,,,,,,2015.0,,Proceedings of the Annual Conference on Brazilian Symposium on Information Systems: Information Systems: A Computer Socio-Technical Perspective - Volume 1,SBSI 2015,,,"Goiania, Goias, Brazil",Brazilian Computer Society,"Porto Alegre, Brazil, Brazil",computing education strategies
43,73,article,274379,Guey-Fa  Chiou and Cheng-Chi  Wu,,,,A Computer Curriculum Guideline for Junior High Schools in Taiwan: Its Impacts and Issues,21--29,,9.0,"computer curriculum, computer education, computer education policy, curriculum guideline",10.1145/274375.274379,SIGCUE Outlook,Jan./April 1997,25,2-Jan,,January,1997.0,0163-5735,,,,,,ACM,"New York, NY, USA",computing education strategies
44,77,article,2382397,Yinghui  Shi and Zongkai  Yang and Harrison Hao Yang and Sanya  Liu,,,,The Impact of Interactive Whiteboards on Education,213--218,,6.0,"instructional effectiveness, interactive whiteboards, language teaching and learning, mathematics education, science education, teaching strategies and methods",10.1145/2382336.2382397,,,,,,,2012.0,,Proceedings of the 4th International Conference on Internet Multimedia Computing and Service,ICIMCS '12,,978-1-4503-1600-2,"Wuhan, China",ACM,"New York, NY, USA",computing education strategies
45,81,article,2538970,Marisa  Exter,,,,Comparing Educational Experiences and On-the-job Needs of Educational Software Designers,355--360,,6.0,"computer science education, computing education, curriculum, informal education, non-formal education, pedagogy",10.1145/2538862.2538970,,,,,,,2014.0,,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,SIGCSE '14,,978-1-4503-2605-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
46,82,article,2483736,Angela  Carbone and Jason  Ceddia,,,,Common Areas for Improvement in ICT Units That Have Critically Low Student Satisfaction,167--176,,10.0,"ICT education, education quality in ICT, ground theory analysis, teaching strategy",,,,,,,,2012.0,,Proceedings of the Fourteenth Australasian Computing Education Conference - Volume 123,ACE '12,,978-1-921770-04-3,"Melbourne, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computing education strategies
47,83,article,2999559,Sylvia  Stuurman and Harrie  Passier and Erik  Barendsen,,,,Analyzing Students' Software Redesign Strategies,110--119,,10.0,"design patterns, education, procedural guidelines, redesign, refactoring",10.1145/2999541.2999559,,,,,,,2016.0,,Proceedings of the 16th Koli Calling International Conference on Computing Education Research,Koli Calling '16,,978-1-4503-4770-9,"Koli, Finland",ACM,"New York, NY, USA",computing education strategies
48,84,article,1140130,Pedro  Guerreiro and Katerina  Georgouli,,,,Combating Anonymousness in Populous CS1 and CS2 Courses,8--12,,5.0,"CS1, CS2, content management system, educational strategies, introductory programming",10.1145/1140123.1140130,SIGCSE Bull.,Sep-06,38,3,,June,2006.0,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
50,86,article,1499243,Peter  Schneider,,,,The Effect of Academic Socializing Strategies on Intercultural Collaboration: Empirical Evidence from European Economics Departments,119--128,,10.0,"economic departments, intercultural collaboration, mvqca, phd education, socializing strategies",10.1145/1499224.1499243,,,,,,,2009.0,,Proceedings of the 2009 International Workshop on Intercultural Collaboration,IWIC '09,,978-1-60558-502-4,"Palo Alto, California, USA",ACM,"New York, NY, USA",computing education strategies
51,87,article,2675222,John  Vines and Peter C. Wright and David  Silver and Maggie  Winchcombe and Patrick  Olivier,,,,"Authenticity, Relatability and Collaborative Approaches to Sharing Knowledge About Assistive Living Technology",82--94,,13.0,"ageing, assistive technology, co-design, older people, online health communities, peer-to-peer healthcare",10.1145/2675133.2675222,,,,,,,2015.0,,Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work &#38; Social Computing,CSCW '15,,978-1-4503-2922-4,"Vancouver, BC, Canada",ACM,"New York, NY, USA",computing education strategies
52,89,article,3020209,Aditi  Ramachandran and Chien-Ming  Huang and Brian  Scassellati,,,,Give Me a Break!: Personalized Timing Strategies to Promote Learning in Robot-Child Tutoring,146--155,,10.0,"child-robot interaction, education, personalization",10.1145/2909824.3020209,,,,,,,2017.0,,Proceedings of the 2017 ACM/IEEE International Conference on Human-Robot Interaction,HRI '17,,978-1-4503-4336-7,"Vienna, Austria",ACM,"New York, NY, USA",computing education strategies
53,92,article,2934752,Andrew  MacFarlane and Tony  Russell-Rose,,,,Search Strategy Formulation: A Framework For Learning,22:1--22:8,22.0,8.0,"Information retrieval, education, systematic reviews, training",10.1145/2934732.2934752,,,,,,,2016.0,,Proceedings of the 4th Spanish Conference on Information Retrieval,CERI '16,,978-1-4503-4141-7,"Granada, Spain",ACM,"New York, NY, USA",computing education strategies
54,94,article,3027400,Yi-Shan  Tsai and Dragan  Gasevic,,,,Learning Analytics in Higher Education --- Challenges and Policies: A Review of Eight Learning Analytics Policies,233--242,,10.0,"challenge, code of practice, higher education, learning analytics, policy, strategy",10.1145/3027385.3027400,,,,,,,2017.0,,Proceedings of the Seventh International Learning Analytics &#38; Knowledge Conference,LAK '17,,978-1-4503-4870-6,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA",computing education strategies
55,95,article,2369242,Olga  Morawczynski and David  Hutchful and Edward  Cutrell and Nimmi  Rangaswamy,,,,The Bank Account is Not Enough: Examining Strategies for Financial Inclusion in India,24:1--24:11,24.0,11.0,"India, financial education, financial inclusion",10.1145/2369220.2369242,,,,,,,2010.0,,Proceedings of the 4th ACM/IEEE International Conference on Information and Communication Technologies and Development,ICTD '10,,978-1-4503-0787-1,"London, United Kingdom",ACM,"New York, NY, USA",computing education strategies
56,96,article,1822096,Errol  Thompson,,,,From Phenomenography Study to Planning Teaching,13--17,,5.0,"object-oriented programming, phenomenography, teaching strategy",10.1145/1822090.1822096,,,,,,,2010.0,,Proceedings of the Fifteenth Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '10,,978-1-60558-820-9,"Bilkent, Ankara, Turkey",ACM,"New York, NY, USA",computing education strategies
57,101,article,330711,Harilaos G. Sandadlidis and Peter P. Stavroulakis and J.  Rodriguez-Tellez,,,,A Combinatorial Evolution Strategy for Dynamic Channel Assignment in Cellular Radio,303--307,,5.0,"combinatorial evolution strategy, cominatorial optimization, dynamic cannel assignment, evolution strategies",10.1145/330560.330711,,,,,,,1998.0,,Proceedings of the 1998 ACM Symposium on Applied Computing,SAC '98,,0-89791-969-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing accessibility education
58,102,article,2479490,Carrie J. Cai,,,,Adapting Arcade Games for Learning,2665--2670,,6.0,"design, education",10.1145/2468356.2479490,,,,,,,2013.0,,CHI '13 Extended Abstracts on Human Factors in Computing Systems,CHI EA '13,,978-1-4503-1952-2,"Paris, France",ACM,"New York, NY, USA",computing accessibility education
59,103,article,1268831,Robert  McCartney and Anna  Eckerdal and Jan Erik Mostrom and Kate  Sanders and Carol  Zander,,,,Successful Students' Strategies for Getting Unstuck,156--160,,5.0,"learning strategies, stuck places, threshold concepts",10.1145/1269900.1268831,SIGCSE Bull.,September 2007,39,3,,June,2007.0,0097-8418,,,,,,ACM,"New York, NY, USA",computing accessibility education
