type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
article,3022360,Amanda M. Holland-Minkley and Thomas E. Lombardi and Madeline E. Smith,,,,Strategies for Including Soft Skills and Interdisciplinary Content in CS Education (Abstract Only),725--725,,1,"communication, interdisciplinary computing, soft skills, teamwork, writing",10.1145/3017680.3022360,,,,,,,2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,2382397,Yinghui  Shi and Zongkai  Yang and Harrison Hao Yang and Sanya  Liu,,,,The Impact of Interactive Whiteboards on Education,213--218,,6,"instructional effectiveness, interactive whiteboards, language teaching and learning, mathematics education, science education, teaching strategies and methods",10.1145/2382336.2382397,,,,,,,2012,,Proceedings of the 4th International Conference on Internet Multimedia Computing and Service,ICIMCS '12,,978-1-4503-1600-2,"Wuhan, China",ACM,"New York, NY, USA",computing education strategies
article,3017810,Rebecca  Vivian and Katrina  Falkner and Claudia  Szabo,,,,Broadening Participation in Computer Science: Key Strategies from International Findings,697--698,,2,"careers, computer science education, diversity, engagement, outreach, participation",10.1145/3017680.3017810,,,,,,,2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,1595491,Yiu-chi  Lai and Tak-wah  Wong,,,,Developing Creativity in Computer Lessons,132--135,,4,"ICT, creativity, curriculum, thinking strategy",10.1145/1595453.1595491,SIGCSE Bull.,Jun-09,41,2,,June,2009,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2808014,Bonnie  MacKellar and Gregory  Hislop and Mihaela  Sabin and Amber  Settle,,,,Information Technology and Computer Science Programs: How Do We Relate?,125--126,,2,"computing curricula, information technology education",10.1145/2808006.2808014,,,,,,,2015,,Proceedings of the 16th Annual Conference on Information Technology Education,SIGITE '15,,978-1-4503-3835-6,"Chicago, Illinois, USA",ACM,"New York, NY, USA",computing education strategies
article,2538970,Marisa  Exter,,,,Comparing Educational Experiences and On-the-job Needs of Educational Software Designers,355--360,,6,"computer science education, computing education, curriculum, informal education, non-formal education, pedagogy",10.1145/2538862.2538970,,,,,,,2014,,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,SIGCSE '14,,978-1-4503-2605-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,2483736,Angela  Carbone and Jason  Ceddia,,,,Common Areas for Improvement in ICT Units That Have Critically Low Student Satisfaction,167--176,,10,"ICT education, education quality in ICT, ground theory analysis, teaching strategy",,,,,,,,2012,,Proceedings of the Fourteenth Australasian Computing Education Conference - Volume 123,ACE '12,,978-1-921770-04-3,"Melbourne, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computing education strategies
article,2999559,Sylvia  Stuurman and Harrie  Passier and Erik  Barendsen,,,,Analyzing Students' Software Redesign Strategies,110--119,,10,"design patterns, education, procedural guidelines, redesign, refactoring",10.1145/2999541.2999559,,,,,,,2016,,Proceedings of the 16th Koli Calling International Conference on Computing Education Research,Koli Calling '16,,978-1-4503-4770-9,"Koli, Finland",ACM,"New York, NY, USA",computing education strategies
article,1140130,Pedro  Guerreiro and Katerina  Georgouli,,,,Combating Anonymousness in Populous CS1 and CS2 Courses,8--12,,5,"CS1, CS2, content management system, educational strategies, introductory programming",10.1145/1140123.1140130,SIGCSE Bull.,Sep-06,38,3,,June,2006,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1140130,Pedro  Guerreiro and Katerina  Georgouli,,,,Combating Anonymousness in Populous CS1 and CS2 Courses,8--12,,5,"CS1, CS2, content management system, educational strategies, introductory programming",10.1145/1140124.1140130,,,,,,,2006,,Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITICSE '06,,1-59593-055-8,"Bologna, Italy",ACM,"New York, NY, USA",computing education strategies
article,1499243,Peter  Schneider,,,,The Effect of Academic Socializing Strategies on Intercultural Collaboration: Empirical Evidence from European Economics Departments,119--128,,10,"economic departments, intercultural collaboration, mvqca, phd education, socializing strategies",10.1145/1499224.1499243,,,,,,,2009,,Proceedings of the 2009 International Workshop on Intercultural Collaboration,IWIC '09,,978-1-60558-502-4,"Palo Alto, California, USA",ACM,"New York, NY, USA",computing education strategies
article,2675222,John  Vines and Peter C. Wright and David  Silver and Maggie  Winchcombe and Patrick  Olivier,,,,"Authenticity, Relatability and Collaborative Approaches to Sharing Knowledge About Assistive Living Technology",82--94,,13,"ageing, assistive technology, co-design, older people, online health communities, peer-to-peer healthcare",10.1145/2675133.2675222,,,,,,,2015,,Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work &#38; Social Computing,CSCW '15,,978-1-4503-2922-4,"Vancouver, BC, Canada",ACM,"New York, NY, USA",computing education strategies
article,1345429,Wanda J. Smith and France  B&#233;langer and Tracy L. Lewis and Kristi  Honaker,,,,Training to Persist in Computing Careers,119--120,,2,"IT resilience, IT students, retention strategies, soft skills",10.1145/1345375.1345429,SIGCSE Bull.,Dec-07,39,4,,December,2007,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,3020209,Aditi  Ramachandran and Chien-Ming  Huang and Brian  Scassellati,,,,Give Me a Break!: Personalized Timing Strategies to Promote Learning in Robot-Child Tutoring,146--155,,10,"child-robot interaction, education, personalization",10.1145/2909824.3020209,,,,,,,2017,,Proceedings of the 2017 ACM/IEEE International Conference on Human-Robot Interaction,HRI '17,,978-1-4503-4336-7,"Vienna, Austria",ACM,"New York, NY, USA",computing education strategies
article,1998244,Olivier  Devillers and Pedro Machado Manh&#227;es de Castro,,,,A Pedagogic JavaScript Program for Point Location Strategies,295--296,,2,"delaunay hierarchy, educational software, point location",10.1145/1998196.1998244,,,,,,,2011,,Proceedings of the Twenty-seventh Annual Symposium on Computational Geometry,SoCG '11,,978-1-4503-0682-9,"Paris, France",ACM,"New York, NY, USA",computing education strategies
article,2897614,Keitaro  Nakasai and Masateru  Tsunoda and Hideaki  Hata,,,,Web Search Behaviors for Software Development,125--128,,4,"search strategy, software development, web search behavior",10.1145/2897586.2897614,,,,,,,2016,,Proceedings of the 9th International Workshop on Cooperative and Human Aspects of Software Engineering,CHASE '16,,978-1-4503-4155-4,"Austin, Texas",ACM,"New York, NY, USA",computing education strategies
article,2934752,Andrew  MacFarlane and Tony  Russell-Rose,,,,Search Strategy Formulation: A Framework For Learning,22:1--22:8,22,8,"Information retrieval, education, systematic reviews, training",10.1145/2934732.2934752,,,,,,,2016,,Proceedings of the 4th Spanish Conference on Information Retrieval,CERI '16,,978-1-4503-4141-7,"Granada, Spain",ACM,"New York, NY, USA",computing education strategies
article,2483801,Alanna  Howard and Brian  Schultz,,,,A Survey of Communication Skills in Computerscience/Software Engineering (CS/SE) Abet-accredited Programs,364--364,,1,education,10.1145/2462476.2483801,,,,,,,2013,,Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '13,,978-1-4503-2078-8,"Canterbury, England, UK",ACM,"New York, NY, USA",computing education strategies
article,3027400,Yi-Shan  Tsai and Dragan  Gasevic,,,,Learning Analytics in Higher Education --- Challenges and Policies: A Review of Eight Learning Analytics Policies,233--242,,10,"challenge, code of practice, higher education, learning analytics, policy, strategy",10.1145/3027385.3027400,,,,,,,2017,,Proceedings of the Seventh International Learning Analytics &#38; Knowledge Conference,LAK '17,,978-1-4503-4870-6,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA",computing education strategies
article,2369242,Olga  Morawczynski and David  Hutchful and Edward  Cutrell and Nimmi  Rangaswamy,,,,The Bank Account is Not Enough: Examining Strategies for Financial Inclusion in India,24:1--24:11,24,11,"India, financial education, financial inclusion",10.1145/2369220.2369242,,,,,,,2010,,Proceedings of the 4th ACM/IEEE International Conference on Information and Communication Technologies and Development,ICTD '10,,978-1-4503-0787-1,"London, United Kingdom",ACM,"New York, NY, USA",computing education strategies
article,1822096,Errol  Thompson,,,,From Phenomenography Study to Planning Teaching,13--17,,5,"object-oriented programming, phenomenography, teaching strategy",10.1145/1822090.1822096,,,,,,,2010,,Proceedings of the Fifteenth Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '10,,978-1-60558-820-9,"Bilkent, Ankara, Turkey",ACM,"New York, NY, USA",computing education strategies
article,2905317,Shanti  Verma,,,,Deciding Admission Criteria For Master of Computer Applications Program in India Using Chi-Square Test,103:1--103:4,103,4,"Chisquare test, Data Mining (DM), Education Mining, Higher education",10.1145/2905055.2905317,,,,,,,2016,,Proceedings of the Second International Conference on Information and Communication Technology for Competitive Strategies,ICTCS '16,,978-1-4503-3962-9,"Udaipur, India",ACM,"New York, NY, USA",computing education strategies
article,2544294,Prem  Uppuluri and Jeff  Pittges and Joseph  Chase,,,,"Scare and Prepare: Increasing Awareness, Safety, and Passion for Cyber-security (Abstract Only)",720--720,,1,security education,10.1145/2538862.2544294,,,,,,,2014,,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,SIGCSE '14,,978-1-4503-2605-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,2464494,Markel  Vigo and Simon  Harper,,,,Considering People with Disabilities As \{U}Berusers for Eliciting Generalisable Coping Strategies on the Web,441--444,,4,"&#252;berusers, behavioural sciences, coping strategies, web",10.1145/2464464.2464494,,,,,,,2013,,Proceedings of the 5th Annual ACM Web Science Conference,WebSci '13,,978-1-4503-1889-1,"Paris, France",ACM,"New York, NY, USA",computing education strategies
article,2691832,Paul  Tymann and Lester  Wainright and Sandy  Czajka,,,,AP CS A: Sharing Teching Strategies and Curricular Ideas (Abstract Only),698--698,,1,"ap cs a, curricular ideas, teaching strategies",10.1145/2676723.2691832,,,,,,,2015,,Proceedings of the 46th ACM Technical Symposium on Computer Science Education,SIGCSE '15,,978-1-4503-2966-8,"Kansas City, Missouri, USA",ACM,"New York, NY, USA",computing education strategies
article,330711,Harilaos G. Sandadlidis and Peter P. Stavroulakis and J.  Rodriguez-Tellez,,,,A Combinatorial Evolution Strategy for Dynamic Channel Assignment in Cellular Radio,303--307,,5,"combinatorial evolution strategy, cominatorial optimization, dynamic cannel assignment, evolution strategies",10.1145/330560.330711,,,,,,,1998,,Proceedings of the 1998 ACM Symposium on Applied Computing,SAC '98,,0-89791-969-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,2479490,Carrie J. Cai,,,,Adapting Arcade Games for Learning,2665--2670,,6,"design, education",10.1145/2468356.2479490,,,,,,,2013,,CHI '13 Extended Abstracts on Human Factors in Computing Systems,CHI EA '13,,978-1-4503-1952-2,"Paris, France",ACM,"New York, NY, USA",computing education strategies
article,1268831,Robert  McCartney and Anna  Eckerdal and Jan Erik Mostrom and Kate  Sanders and Carol  Zander,,,,Successful Students' Strategies for Getting Unstuck,156--160,,5,"learning strategies, stuck places, threshold concepts",10.1145/1269900.1268831,SIGCSE Bull.,Sep-07,39,3,,June,2007,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1268831,Robert  McCartney and Anna  Eckerdal and Jan Erik Mostrom and Kate  Sanders and Carol  Zander,,,,Successful Students' Strategies for Getting Unstuck,156--160,,5,"learning strategies, stuck places, threshold concepts",10.1145/1268784.1268831,,,,,,,2007,,Proceedings of the 12th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '07,,978-1-59593-610-3,"Dundee, Scotland",ACM,"New York, NY, USA",computing education strategies
article,1414563,Steven  Rigby and Melissa J. Dark and J.  Ekstrom and Marcus  Rogers,,,,Measuring Conceptual Understanding: A Case Study,11--16,,6,ias education,10.1145/1414558.1414563,,,,,,,2008,,Proceedings of the 9th ACM SIGITE Conference on Information Technology Education,SIGITE '08,,978-1-60558-329-7,"Cincinnati, OH, USA",ACM,"New York, NY, USA",computing education strategies
article,2445439,Alison  Clear and Michael  Lance and Amitrajit  Sakar,,,,How Students Learn: Ripples in Computer Science/Software Engineering Curriculum (Abstract Only),738--738,,1,education,10.1145/2445196.2445439,,,,,,,2013,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computing education strategies
article,1189164,Gudmund S. Frandsen and Michael I. Schwartzbach,,,,A Singular Choice for Multiple Choice,34--38,,5,"grading scales, multiple choice, scoring strategies, theory",10.1145/1189136.1189164,SIGCSE Bull.,Dec-06,38,4,,June,2006,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1189164,Gudmund S. Frandsen and Michael I. Schwartzbach,,,,A Singular Choice for Multiple Choice,34--38,,5,"grading scales, multiple choice, scoring strategies, theory",10.1145/1189215.1189164,,,,,,,2006,,Working Group Reports on ITiCSE on Innovation and Technology in Computer Science Education,ITiCSE-WGR '06,,1-59593-603-3,"Bologna, Italy",ACM,"New York, NY, USA",computing education strategies
